title,date,news,news_link
Paudel caps his career with presidency,"Fri, Mar 10, 2023"," Federal and provincial lawmakers voted Ram Chandra Paudel, a senior leader of Nepali Congress, as the country’s third President on Thursday., Backed by 10 parties, the Congress veteran garnered over 64 percent of the votes while his rival Subas Chandra Nembang of CPN-UML got around 29 percent., Out of 52,628 weightage-based votes, Paudel secured 33,802 while Nembang got 15,518 votes. , Election officer Mahesh Sharma Paudel said the votes cast by five of the 831 federal and provincial lawmakers were invalid. A total of 312 votes from the federal lawmakers and 514 votes from the provincial assembly members were valid. , Of the 881 federal and provincial lawmakers who were eligible to vote, 831 participated in the election on Thursday., According to Amrita Bhandari, assistant election officer of the President and Vice-president election office, 313 federal lawmakers and 518 provincial assembly members cast their votes., Earlier, a breakup of the alliance between the UML, the second-largest party, and the Maoist Centre, the third biggest, had laid the ground for Paudel’s election. Maoist Centre chief Pushpa Kamal Dahal became prime minister on December 25 with the UML backing. In return, the Maoist Centre was to help elect a UML nominee as President.]",https://kathmandupost.com/national/2023/03/10/paudel-caps-his-career-with-presidency
Janata Samajbadi Party might have to pick a woman for Vice President,"Fri, Mar 10, 2023"," After the election of Nepali Congress leader Ram Chandra Paudel as the country’s third President on Thursday, all eyes are now on who will become the next Vice President., As the nine-party coalition has decided to support a Janata Samajbadi Party nominee for the nation’s second-highest position, the Madhesh-based party has decided to field its lawmaker and parliamentary party leader Ram Sahay Prasad Yadav as its candidate for Vice President. , But the Election Commission may not accept a male candidate arguing that the spirit of the constitution is to elect persons of different genders as President and Vice President., Yadav, who was elected to the lower house from Bara-2, was unanimously elected the parliamentary party leader of the party even though senior leader Ashok Rai was also an aspirant to the post., “The meeting of our central working committee has decided to field Ram Sahay Prasad Yadav as candidate for the post of Vice President,” said Shiva Lal Thapa Magar, a senior leader., Party chair Upendra Yadav, who lost his parliamentary bid in the elections last November, is reportedly planning to make a second attempt at a parliamentary seat by contesting a by-election in the constituency vacated by Ram Sahay Prasad Yadav. As per law, if a lawmaker is elected as President or Vice President, the person should resign from the legislative position. , Upendra Yadav was defeated by Janamat Party chair CK Raut by a huge margin in his home district Saptari., As per the constitution, the Vice President must be from either a gender or community different to the President. As the president-elect Ram Chandra Paudel is a male from the Khas-Arya hill community, the vice-presidential candidate should now be from a different gender or community., However, the Election Commission is preparing to issue a public statement Friday saying the candidate for the Vice President must be from a different gender—which is female. ""Citing the constitutional provision, we will issue a statement asking parties to field their candidates representing different gender and community than the President-elect,"" said one of the election commissioners., If the election body sticks to this stance, the JSP will have to nominate a female instead of former minister Yadav, who represents the Madheshi community, for Vice President. , Citing that the Janata Samajbadi had forged an alliance with the CPN-UML during the November 20 general elections, the second-largest party is considering not fielding its own candidate for Vice President., If the main opposition party decides to keep away from the race, Ram Sahay Prasad Yadav might get elected unopposed in the event of other fringe parties not contesting the position., The Election Commission has scheduled the vice-presidential election for March 17. The parties must nominate their candidates on March 13., JSP is the sixth-largest party in the House of Representatives with 12 seats, after the Rastriya Prajatantra Party, which has 14 members., If elected, Yadav will be the second Madheshi leader to hold the high position after Paramananda Jha. A former Supreme Court justice, Jha got elected as the first Vice President of the country in 2008., UML Vice-chairman Surendra Pandey said that there is a possibility of his party not fielding any candidate against Yadav, but the party has not started discussions on it yet. , “There is a possibility, but our party has yet to start discussions on the issue of the Vice President,” Pandey told the Post.]",https://kathmandupost.com/national/2023/03/10/paudel-caps-his-career-with-presidency
Nepal bill says murder is not serious rights violation,"Fri, Mar 10, 2023"," The government on Thursday brought a bill to amend the Enforced Disappearances Enquiry, Truth and Reconciliation Act retaining most of the “controversial provisions” from the previous bill that couldn’t get through the parliament last year., The Ministry of Law and Justice registered the bill at Parliament Secretariat following a Cabinet nod on Thursday morning. The new bill, like the previous one, hasn’t listed murder as a serious human rights violation, thereby leaving it as a crime fit for amnesty. It has instead listed cruel murder or murder after torture, rape, enforced disappearances and inhumane or cruel torture as serious rights violations. Those involved in serious rights violations will get prosecuted and not be considered for amnesty., Murder, sexual violence, physical and mental torture, extrajudicial custody and other crimes, however, have been listed as cases of violations and are amnestiable if the victims give their consent. The amendment bill drafted by the erstwhile Sher Bahadur Deuba government in July last year had the same provisions which met with severe criticism from national and international quarters. The government didn’t table it for voting fearing a backlash., Eight months later, the government has brought a ‘new bill’ but without revising the controversial provisions. , Suman Adhikari, the founding chair of the Conflict Victims Common Platform, whose father was killed by the Maoists during the insurgency, said the government has shown that it is least bothered about victims’ concerns. “The government wouldn’t have registered the same bill with the same controversial provisions if it cared about us. It is clear that this government wants to steamroll the bill through parliament,” Adhikari told the Post., Human rights activists find problems in the categorisation of crimes. Mandira Sharma, a senior international legal adviser to the International Commission of Jurists, said there must be prosecution even in cases of sexual violence, torture and murder as per the international law. “Several provisions in the bills are not in line with international and domestic laws. It is a reflection of a deep-rooted culture of impunity in our political leadership,” Sharma told the Post. “There is an illusion among our leaders that they are free to make any sort of law they like.”, The victims of the 10-year insurgency and human rights defenders say the only positive part in the bill is the provision allowing appeal of the decisions of the Special Court at the Supreme Court. , A Special Court will be constituted to hear the conflict-era cases of atrocities, as per the bill. The earlier bill, prepared last year, said the decision of the Special Court would be final, with no provisions for appeal, which was heavily criticised. , The new bill says a separate bench will be constituted at the Supreme Court where victims can challenge the decisions of the Special Court. , However, human rights experts say the provision relating to the composition of the Special Court is faulty. The court, as per the bill, will have three high court judges selected in consultation with the Judicial Council. , Sharma says the clause “in consultation with the Judicial Council” is flawed and leaves room for wrongdoing. The bill should clearly state, she adds, that judges shall be recommended by the council. , The provision of “in consultation with” was kept to handpick judges, she added., Despite demands from various quarters, the bill doesn’t talk about war crimes like use of children as combatants or mass murder by the state and by the then rebel Maoists. , “The government rushed the bill to show the world that it is eager to conclude the transitional justice process. But this bill will not give justice,” Charan Prasai, a human rights activist, told the Post. “This is unacceptable. It shouldn’t be endorsed in its present form.”, Some provisions in the bill, say victims, are even more regressive than those in the previous bill. The new bill has ditched the provision of automatic suspension of a person who holds a public position, if a case is lodged against him or her in a court. , Lack of proper law is one of the many reasons the transitional justice process has been stuck even 17 years after the signing of the Compressive Peace Accord. In 2015, a Supreme Court full bench led by Justice Kalyan Shrestha had struck down the amnesty provisions in the Act, directing the government to amend the law. However, no government was serious about revising the piece of legislation in line with the international laws and practices and earlier apex court verdicts. , The bill registered on Thursday gives two years to the Truth and Reconciliation Commission and the Commission for the Investigation of the Enforced Disappeared Persons to complete the investigations. “The bill doesn’t envision further extending the terms of the commissions. We believe two years are enough for investigations,” said a joint secretary at the law ministry. , However, human rights defenders don't think two years would be enough for investigating all cases. , The truth commission has received 63,718 complaints, while the number of cases at the disappearance commission is far lower—just 3,223. But the disappearance commission is investigating only 2,484 cases, saying the others do not fall under its jurisdiction., The bill is likely to be tabled in the House at the next meeting of the House of Representatives on March 19., “The bill must be amended by removing problematic provisions before it gets endorsed by the House. The victims will not gain by a process based on a law with faulty provisions,” said Adhikari.]",https://kathmandupost.com/politics/2023/03/10/janata-samajbadi-party-might-have-to-pick-a-woman-for-vice-president
"In some districts, few takers for filariasis drug","Fri, Mar 10, 2023"," Health authorities in 15 districts endemic to lymphatic filariasis or elephantiasis have extended an ongoing mass drug administration programme, as coverage of the programme remains lower than expected., The two-week-long campaign, started on February 23, will extend to March 14, according to officials at the Epidemiology and Disease Control Division., “We have decided to extend the campaign, since three days were lost to various public holidays,” said Dr Gokarna Dahal, chief of Vector Control Section at the division. “Coverage of the campaign is also low in some Tarai districts compared to other places.”, Lymphatic filariasis is a mosquito-borne parasitic disease caused by filarial worms transmitted by different species of mosquitoes, including Culex, Anopheles, and Aedes., It is the second major infectious disease after leprosy that causes permanent and long-term disability, in Nepal., Doctors say the disease may be acquired during childhood and its visible manifestation may occur only later in life. The disease can lead to temporary or permanent disability, pain, and social stigma. , The World Health Organisation has identified the disease as a major public health problem, with an increasing prevalence worldwide. Nepal is one of the 73 countries where lymphatic filariasis is endemic., Of the 15 districts, authorities resumed drug administration in four districts of the Madhesh Province—Rautahat, Sarlahi, Mahottari, and in Dhanusha—where six rounds of mass drug administration programmes were held in the past, but were stopped later. Officials said that the four districts failed to achieve the minimum coverage in the third round of transmission assessment survey., Other districts where the mass drug administration programme has been launched are Jhapa, Morang, Bara, Lamjung, Parbat, Baglung, Kapilvastu, Banke, Dang and Kailali., Health authorities have launched the programme for the first time in Rasuwa (a mountain district), after a prevalence survey showed presence of the disease in the population., Healthy people above two years old are being administered with diethylcarbamazine, albendazole and Ivermectin under the campaign., Health workers as well as female community health volunteers have been reaching out to every household to make sure that no one is deprived of the antiparasitic drugs., “Overall coverage rate of the campaign is only 67 percent in 10 days in Banke district, which is lowest among 15 districts,” said Dahal. “In Jhapa, the coverage rate was 68 percent on the 10th day. It seems that massive awareness programme is needed to convince people in Tarai districts about health programme.”, Officials at the division said that they received reports from health workers that some people were unwilling to take antiparasitic drugs. , The government started a mass drug administration programme to eliminate lymphatic filariasis in 2003. Under the programme, healthy persons above two years of age in 63 districts were given diethylcarbamazine and albendazole., The disease has been eliminated from 48 districts and assessment surveys of some districts are being carried out, officials said. In some districts, the programme has continued for the last 14 years., Of late, the authorities have started using Ivermectin, the antiparasitic drug to control lymphatic filariasis, after all their previous efforts failed to control the prevalence of the disease. The medicine was also used in Covid treatment in many countries, including Nepal., The government had committed to eliminating lymphatic filariasis as a public health problem by 2020. But the target could not be achieved due to low coverage of the programme in some districts. , The Ministry of Health and Population had extended the deadline to eliminate lymphatic filariasis to 2028. However, it further got postponed to 2030.]",https://kathmandupost.com/politics/2023/03/10/janata-samajbadi-party-might-have-to-pick-a-woman-for-vice-president
Gender pay gap in construction sector is huge. It's not seen closing anytime soon,"Fri, Mar 10, 2023"," Kumari BK, a local of Baglung, has been working as a mason for the past decade and a half., She has been doing a risky job—plastering the high walls and painting multi-storey buildings., BK does all the work, shoulder to shoulder with the male masons. But at the end of the day, male masons get up to Rs1,500 per day. She is paid much lower wages, nearly three times her male counterparts—about Rs550. , BK, 50, worked as a labourer for a decade before becoming a mason. But she hasn’t seen a rise in her wages just because she’s a female. , “Even an unskilled male worker gets double the wages than me,” lamented BK. , She accused the contractors of the construction company for practising gender-based discrimination on pay. , On different occasions, she has attempted to protest by uniting her fellow female workers to draw the attention of the contractor. But to no avail. , “Though I am more skilful and experienced in the work, my wage isn’t any different from the low-skilled workers,” said BK, who is the sole breadwinner of her family. “If I was a male, I would have made up to Rs2,000 a day.”, In the construction sector, the pay depends upon the level of skill of an individual. Skilled male workers generally earn double the unskilled labourers. , However, this rule doesn’t apply to females who earn a flat Rs550 to Rs600, regardless of their skill or dedication. , Parbati BK from Baanpa-1 has a similar story. Her husband, too, is in the construction sector. , She has been a mason for the last three years. Before that, she used to carry sand and stones to the construction sites., The quality of her work has improved, but her wages haven’t. , “I do the same work as the men do, but I don't know why the pay is different,” said the 27-year-old Parbati. , “When I demanded fair pay from the contractor, he threatened to fire me from the job.” , Due to fears of losing her job, Parbati was compelled to work for whatever the contractor offered. , The Baglung Municipality has set a minimum daily wage of Rs1,200 for skilled workers and Rs620 for semi-skilled workers. , The smaller contractors, however, have not been complying with the rule. , On Wednesday, on the occasion of International Women's Day, many workers complained about gender-based discrimination, particularly in wages. , Similarly, the female workers also complained that not only are they underpaid, the employers are also not providing them lunch and other basic amenities. , Ram Raj Gurung, president of the Federation of Contractor's Association of Nepal, Baglung, admitted the huge gap in pay between the male and female workers. , He, however, said it is the unlicensed contractors who have been cheating the female workers. “We don’t see such issues with the genuine contractors,” said Gurung. “This problem should be eliminated.”, He suggested that skilled workers can demand up to Rs2,000 per day because there is a scarcity of skilled workers in the district. , Many petty contractors are active in the construction sector. They also get the projects subcontracted by large contractors. , Ishwar Thakur Paudel, president of the Nepal Trade Union Congress in Baglung, said the government needs to keep a close eye on the contractors, who are underpaying their women workers., “If a couple of contractors are punished, every contractor will start paying female workers their fair wages,” added Paudel. , The Global Gender Gap Report 2022 said that among the eight regions covered in the report, South Asia ranks the lowest, with only 62.3 percent of the gender gap closed in 2022. This lack of progress since the last edition extends the wait to close the gender gap to 197 years due to a broad stagnation in gender parity scores across most countries in the region., Bangladesh and Nepal lead regional performance with more than 69 percent of their gender gaps closed. , The report said that gender gaps in the workforce are driven and affected by many factors, including long-standing structural barriers, socio-economic and technological transformation as well as economic shocks. , More women have been moving into paid work and, increasingly, leadership positions. Yet, globally, societal expectations and employer policies and the availability of care continue to play an important role in the choice of educational tracks and career trajectories, the report added.]",https://kathmandupost.com/national/2023/03/10/nepal-bill-says-murder-is-not-serious-rights-violation
Good Tharu food in the Capital,"Fri, Mar 10, 2023"," If your taste buds have a hankering for sophisticated dishes, then you would enjoy trying out Tharu cuisine. It is all about using fresh ingredients from rivers and the forest so it also makes for healthy food. Additionally, the traditional spices and seasoning are unique and delectable., Barghar Tharu Restaurant in Baudhha could be your go-to eatery for Tharu food. Located opposite Mission Public School, the cosy ambience of this restaurant is filled with plants and makes you feel like you are in an actual forest. The restaurant also has another branch in Kirtipur., The staff at Barghar are very hospitable. I liked how friendly they were and how kindly they explained how the food was prepared to me. They are all very knowledgeable about the food too., Sita Ram Chaudhary, the owner of the restaurant, is also a chairperson of Bardiyali Tharu Bikash Manch. He shared that he opened Barghar to promote Tharu cuisine in Kathmandu. “It is the only restaurant in Kathmandu Valley which carries the typical taste of Tharu cuisine,” explained Chaudhary., While my overall experience eating at Barghar was pretty pleasant, I had to wait for quite a bit to get the food I ordered there. I would suggest you call the restaurant at least an hour before you intend to get there and place your order., Ghonghi]",https://kathmandupost.com/national/2023/03/10/nepal-bill-says-murder-is-not-serious-rights-violation
Can Paudel restore credibility of President’s Office?,"Fri, Mar 10, 2023"," Ram Chandra Paudel is stepping into Sheetal Niwas hot on the heels of Bidya Devi Bhandari, who got into a number of controversies for being overly supportive of prime minister KP Sharma Oli while blocking some crucial laws forwarded during the premiership of Sher Bahadur Deuba., Political leaders and analysts say Bhandari did not heed public concern, for instance when she was criticised for blocking public movement while travelling by road. She also failed to rise above the interests of the party that catapulted her to the top state position, they add. , Bhandari was a vice-chair of Oli’s CPN-UML party before she became the country’s President in 2015. As Paudel also served as the Nepali Congress vice-president for eight years, he may be watched for any partisan favour in the high office that calls for a non-partisan role. , Bhandari is thought to have shown a foreign policy bias as well while the constitution calls for the President’s balanced approach to Nepal’s neighbours and friendly countries. In September 2022, despite reservations from then-prime minister Deuba and foreign minister Narayan Khadka, she virtually attended a Global Security Initiative (GSI) meeting organised by the Communist Party of China., Bhandari is criticised for rubber-stamping Oli’s decisions as prime minister, including his twin dissolutions of the House of Representatives. Once he takes the oath of office, Paudel’s job, as many suggest, is to correct Bhandari’s mistakes and do his bid to win public trust and shore up respect for the Office of the President., “Paudel should keep national interests at the core,” said Madhav Kumar Nepal, chairman of the CPN (Unified Socialist), a party that voted for him. “The President is the guardian of the country.”, Paudel should not do anything to harm the country, Nepal added. “He should be the President of all.”, Questions against and concerns over the ceremonial and constitutional post arose after both Ram Baran Yadav (the first President) and Bhandari (second) sometimes deviated from their prescribed duties. In May 2009, Yadav, acting in the capacity of the supreme commander of Nepal Army, reinstated the army chief sacked by prime minister Pushpa Kamal Dahal. Following this, Dahal resigned his post. Yadav’s action was based on dubious constitutional grounds. , Ahead of his election on Thursday, Paudel said he would try to make the presidency starkly different from monarchy. He was probably hinting at the ways the first two presidents, Bhandari in particular, behaved in public. During the presidential inauguration, the head of state is taken to the parliament building in a carcade involving horse-drawn carriages. The display is not only pompous, it also restricts public movement for hours. The same is true in the case of the President’s regular carcade. President Bhandari drew much public flak for such uncaring behaviour. The role of democratic president is found to be no different to the monarchs of the past, some argue., “I’m aware of the people’s concerns. I’ll work to meet their expectations. An effective implementation of the constitution is my concern,” Paudel said on Thursday. “I will work for the strengthening of democracy and federal, secular and republic Nepal and make an honest effort to protect the letter and spirit of the constitution.”, Sources close to Paudel told the Post that he will discuss ways to make the President’s movements less pompous with security agencies so that the common people are not inconvenienced. Paudel, after securing victory in the presidential election, had requested the security agencies that were deployed to ensure his hassle-free travel and desist from using sirens. , Political experts and observers advise Paudel to maintain the impartiality of the high office. Former speaker Damannath Dhungana said the first and foremost duty of Paudel would be to maintain neutrality and serve as the President of the country, not a particular party., Before the nomination of presidential candidates, there was a discussion in political circles that a ‘neutral’ candidate should get the top job. , “The activities that make the institution of the President to be seen as a power centre must stop. The new President should rise above partisan politics,” said Dhungana. “As enshrined in the constitution, the President should work with the prime minister and other state entities strictly along the constitutional path.” , Some UML leaders suspect Paudel may hold a grudge against their party., “If we look at Paudel’s track record, he is not so accommodating of the UML,” said Pradeep Gyawali, a UML deputy general secretary. “He has been prejudiced against us in the past.”, “We congratulate him on his election as President. Earlier, he criticised the President for various reasons. Now the scrutiny will be on him. As the country’s President, he should protect the constitution and work to strengthen national unity,” said Gyawali., Paudel, as well as other leaders of the Congress, the Maoist Centre and the Unified Socialist, among other parties, had criticised President Bhandari for unduly favouring erstwhile prime minister Oli.. , People on social media have advised Paudel to ensure that there are no traffic jams when he ventures out. “Previous presidents have eroded the credibility of the office. Paudel should try to restore that credibility,” former chief election commissioner Bhojraj Pokhrel said. “From today, Paudel should be close to no politician but all the people whose aspirations he represents.”, He should rise above partisan interest at a time the credibility of the government and public institutions is eroding and public frustration is growing, Pokhrel added., “Paudel should try to lead a simple life and shun ostentation. His role as the prime protector of the constitution calls for a very disciplined lifestyle,” said Pokhrel.]",https://kathmandupost.com/health/2023/03/10/in-some-districts-few-takers-for-filariasis-drug
Paudel takes up baton ,"Fri, Mar 10, 2023"," If there is someone who epitomises the idea of perseverancein contemporary Nepali politics, it must be Ram ChandraPaudel. For most of the past three decades, Paudel has been ator around the centre of Nepali politics, but he mostly remaineda second-rung leader, always whining about the top leadershipand lacking the wherewithal to be one. His 2010 loss at theprime ministerial elections, for a farcical 17 times, has sincebecome a matter of much jest. In 2017, he lost to his long-termrival Sher Bahadur Deuba in the Nepali Congress presidential polls at the party’s 13th general convention. He then wenton to lose his Tanahun seat in the 2017 parliamentary elections. His detractors termed him an eternal loser—but hedidn’t lose heart. And now, as a cherry on the top of his longpolitical career, he has won the election to be the country’snew President, beating CPN-UML’s Subas Chandra Nembangby more than double the margin., Paudel’s greed for power is well documented. He left therace for Congress presidency at the party’s 14th general convention (2021) when it was clear that he could not garnerenough support. But he was at his hypocritic best when herefused to support any non-establishment candidate in theparty. Paudel chose to stay neutral, effectively helping Deubagarner comfortable votes for a second stint as party president.It was this contribution that helped him get Deuba’s supportin his bid to be the country’s President., At a time the whole society is steeped in politics, finding acompletely ‘neutral’ figure for a new President would havebeen nigh impossible. So the election of even an active politician as the new head of state was something to be expected.That does not mean that such a politician cannot adequatelydistance themselves from day to day politics and act as an ablecustodian of the constitution. The way the previous President,Bidya Devi Bhandari, overstepped her jurisdiction to work onbehalf of a political party has added to people’s suspicionsabout the role of the President in republican Nepal. Theantics of Bhandari, who played an active part in the thenPrime Minister KP Sharma Oli’s twin House dissolutions,greatly muddied the image of the President. Paudel has aresponsibility to undo that image by sticking to what he hasbeen preaching for years., Even as Nepali parliamentary politics faced an existentialcrisis, Paudel, in his hushed voice, harped on democracy andnational government even when nobody was listening. Heclaimed he was fit to become prime minister when nobodytook him seriously. Now that he has been elected the President,he is in a place to practise what he preached. But he can do soonly when he abstains from the kind of partisan politics thattainted the legacy of his immediate successor in the top statepost. With a short republican history, Nepal does not havemany Presidents to make comparisons. Yet Paudel can learnmuch by studying the terms of Ram Baran Yadav (Nepal’s firstpresident) as well as Bhandari (second). His jovial personalityand the ability to get along with others will surely help too., In the run up to the presidential elections, Paudel has notshied from big claims of creating a socialist, equitable andfree society. He has even vowed to do away with the sawarisystem that attracted the public’s ire. So he very wellknows what he must and must not do as President. The question is: Will he listen to his conscience or will he too get sidetracked by the partisan pressures he is sure to face in thecoming days?]",https://kathmandupost.com/health/2023/03/10/in-some-districts-few-takers-for-filariasis-drug
Sharing energy benefits,"Fri, Mar 10, 2023"," Nepal’s energy sector has vastly improved from just a few years ago. The Nepal Electricity Authority (NEA), the country’s monopoly electric utility, is highly profitable after decades of persistent losses. Approximately 90 percent of the people now have access to electricity. There is an abundant supply of electricity, at least for some months, and the challenge now is to discover new sources of demand that can absorb all that Nepal’s power capacity can generate., At the same time, energy remains one of Nepal’s core underlying development challenges. Traditional biomass still accounts for approximately two-thirds of the country’s total energy use. Energy imports, predominantly oil, remain a huge drain on foreign exchange, representing approximately 17 percent of total imports. There is an increased reliance on India as the off-taker for electricity, to the point where the future growth of Nepal’s power sector is locked into the political dynamics between Nepal and India. , The energy supply in rural areas is poor and unreliable. Investments in the sector still requires the generosity of foreign countries. A reliable and high quality power supply—the prerequisite to spurring investment and unlocking economic growth—is still lacking. , Why is Nepal’s energy sector still failing to drive investments, growth, livelihood, and prosperity, despite all the gains? In this article, I explore these questions through the lens of the sector’s political economy: the singular focus on hydropower generation capacity that has paralysed everything else. , Singular focus on hydropower , The failure to diversify beyond hydropower is hurting our prospects for growth and opportunity. While improved electricity supply and access benefit everyone, the process of building new hydro plants is not. , A study conducted by the National Bureau of Asian Research, based on a survey of 19 hydro plants, found that projects contributed on average to 20km of new roads, employing between a hundred and thousand people on average. Moreover, it supported the development of local infrastructure such as schools, health facilities and other social services. Undoubtedly, hydropower plants can add to economic activity and infrastructure improvements locally in the area where they are located. But that has not meant that such benefits which occur during the process of building hydro plants have been in addition to, or accelerated, what would have been done anyway. , Ensuring that people benefit from hydropower plant development is a policy goal. In 2000, for instance, a policy for royalty sharing between the central, district and local governments was implemented. It has since been revised in line with the federal structure. Provinces and local governments now share 50 percent of the royalty, while the federal government retains the other half. Though well intended, attempts to share the royalties haven’t been extremely successful. Those efforts could be “compounding inequality in the country instead of tackling it,” a research report by the International Water Management Institute (IWMI) concluded., Efforts to explore better options for sharing the royalties from hydropower development continue to be explored. Between 2015 and 2017, for example, Niti Foundation, Social Science Baha, and the International Centre for Integrated Mountain Development (ICIMOD) conducted several studies and workshops to examine possible improvements to the model for sharing the benefits of hydropower projects with local communities fairly and equitably., Nepal’s quest to find fair and equitable methods to distribute the profits of hydropower development must, no doubt, continue. But having the country benefit from hydropower development isn’t just about distributing profits, royalties or the few jobs created during construction. They are also about inducing broader system-wide impacts that result in higher investments and growth. , The large hydropower potential has intoxicated Nepal into chasing one singular idea around developing hydropower generation with devastating impacts on everything else., Wrong metrics to measure progress, The singular focus on developing hydropower generation means that progress is headlined and, more importantly, measured by the generating capacity, or megawatts, that is built. One government sets a goal for 5,000 megawatts, another 10,000 megawatts, and so on. Every day there is an angst that we are not developing more MWs. Every investment forum concludes with billions of dollars committed to new hydro plants. , The singular focus on measuring hydropower generation capacity has undermined the focus on broader sector reforms, such as distribution, transmission, demand, and sector governance. It has stalled the opportunity for expanding and integrating distributed energy resources, such as solar, wind and electric storage within the energy mix. It has distracted Nepal from the value of early innovations on community ownership of distributed energy resources and electric public transport (e.g., safa tempos). Like the towering pine tree that blocks sunlight, sucks up groundwater, and kills everything underneath, it has failed to let anything else grow around it. , Nepal is rich in water resources before it is rich in hydropower potential. Yet the country’s singular focus on hydropower generation capacity has marginalised efforts to exploit water resources. The government’s Irrigation Master Plan 2019, for instance, recognises that only 40 percent of the agricultural area is cultivated. The plan notes that Nepal has “considerable potential for improvement and expansion” with “ample water resources” and tremendous potential to increase the income of 70 percent of Nepalis employed in agriculture. , The situation with drinking water is even worse. Under the 2020 Voluntary National Review of the Sustainable Development Goals (SDG), Nepal still faced “challenges in providing safe drinking water, as only 25 percent of the population currently has access to safe sources.”, Nepal has been plagued by inadequate investments in distribution infrastructure. The rush to tap Nepal’s large hydropower potential has meant that investments have largely chased generation projects. Data on the investment spread across generation, transmission and distribution isn’t readily available. As a proxy, consider investments by development partners in the power sector. The Asian Development Bank (ADB), for example, didn’t make its first investment in the distribution segment until 2018, when it approved the transmission and distribution energy efficiency enhancement project. Among the multilateral development partner, ADB has been the largest investor in the power sector., The absence of investments in distribution infrastructure has damaged Nepal’s competitiveness and economic prospect. This has been felt perhaps most acutely in agriculture, where poor distribution networks have kept the electricity supply unreliable. Over the years, the lack of reliable and quality power in agricultural feeder lines has locked agriculture into the continued use of traditional methods. Farmers don’t invest in electric pump sets, agricultural mills, or cold storage if there isn’t enough reliable and quality power to run that equipment. Agricultural productivity has, thus, fallen sharply. The net result is that Nepal’s food imports have increased approximately 80 times since 2001 to $1 billion annually which represents a new source of vulnerability for the country., Nepal must remove its blinders and soak in a broader view of energy beyond hydropower generation. Diversified and modern energy systems are now better positioned to address the aspirations of the people of Nepal.]",https://kathmandupost.com/money/2023/03/09/gender-pay-gap-in-construction-sector-is-huge-it-s-not-seen-closing-anytime-soon
